"x","y","t","cluster","cluster1","cluster2"
-4.20596510153264,9.16787980422377,0,0,0,0
5.70844168178737,7.9655210933648,0,0,0,0
-1.80225694812834,3.77596451276913,0,0,0,0
7.58374459929764,5.85025487020612,0,0,0,0
8.72125222901814,-9.4126490467228,0,0,0,0
-8.99798131207936,-0.439639772381634,0,0,0,0
0.556488663330674,5.11749884295277,0,0,0,0
7.76989707900211,-5.61512287049554,0,0,0,0
1.01841328642331,-3.60001604883,0,0,0,0
-0.859028240991757,-5.31380945001729,0,0,0,0
9.04530023792759,-7.07255955683067,0,0,0,0
-0.923983707418666,-1.69198255087249,0,0,0,0
3.51589858196676,-1.70825833934359,0,1,1,0
1.4381413587369,-2.59686007169075,0,1,1,0
-7.8620912832208,-6.88159399470314,0,0,0,0
7.91653441395611,-7.1516399437096,0,0,0,0
-5.02746285977773,-5.28592483084649,0,0,0,0
-9.06722123608924,-0.673943484993652,0,0,0,0
-3.40716975820251,-4.63374172076583,0,0,0,0
8.9991722531151,7.08498876378872,0,0,0,0
7.71287845806219,-8.99254289986566,0,0,0,0
3.81750744190067,-1.14443853073753,0,1,1,0
2.78203491261229,5.91871194373816,0,0,0,0
9.78654157714918,-7.48639465249144,0,0,0,0
3.08297482249327,1.20677007841878,0,1,1,0
4.1289032697212,-5.81067848559469,0,0,0,0
0.87250728928484,-7.37487332518213,0,0,0,0
1.86401200485416,5.01549571319483,0,0,0,0
-4.17463720156811,7.82189811123535,0,0,0,0
-6.98714978322387,-2.48563703745604,0,0,0,0
-0.738608616869897,0.13130868691951,0,2,1,1
0.306203850079328,0.513300265651196,0,2,1,1
-0.312967055477202,0.339207091834396,0,2,1,1
0.313516255933791,0.0930455885827541,0,2,1,1
-0.359253515023738,0.622927315533161,0,2,1,1
-0.624617761466652,0.518333604093641,0,2,1,1
0.564588602632284,-0.959863067604601,0,1,1,0
-0.81281002657488,-0.238192599732429,0,2,1,1
-0.06644191686064,-0.898239772766829,0,2,1,1
0.0230109198018909,0.595805874560028,0,2,1,1
0.19997791852802,0.847398426383734,0,2,1,1
-0.334352919366211,0.085196740925312,0,2,1,1
-0.0227739326655865,0.704729200340807,0,2,1,1
0.908947654999793,0.167125726584345,0,2,1,1
-0.0341952056623995,0.336647287011147,0,2,1,1
0.780700444243848,0.0226291930302978,0,2,1,1
0.828876373823732,0.525501178577542,0,2,1,1
0.217469964642078,0.80672457581386,0,2,1,1
-0.178620446939021,0.640949024353176,0,2,1,1
-0.705810618121177,-0.857136300764978,0,2,1,1
0.870599606540054,-0.992207313887775,0,1,1,0
-0.397542200051248,-0.895602768287063,0,2,1,1
-0.878558856900781,0.733120359480381,0,1,1,0
0.895453880075365,0.152490337844938,0,2,1,1
0.441192546859384,-0.372314855922014,0,2,1,1
-0.715411408804357,0.918931567575783,0,1,1,0
0.098569312132895,0.182387514039874,0,2,1,1
0.908182477112859,0.0628186715766788,0,2,1,1
0.170966706238687,-0.232126656919718,0,2,1,1
-0.190979436505586,-0.360893541015685,0,2,1,1
0.29578695865348,0.616772510576993,0,2,1,1
-0.360358765814453,-0.916161003056914,0,2,1,1
-0.384559978265315,-0.272514610551298,0,2,1,1
-0.560464737471193,0.713193933945149,0,2,1,1
-0.261022268328816,0.395893156994134,0,2,1,1
0.96843840694055,0.368972945958376,0,2,1,1
-0.691595398355275,-0.30396989453584,0,2,1,1
-0.817912000231445,0.109363658819348,0,2,1,1
-0.716186184436083,-0.725512764882296,0,2,1,1
0.380014203023165,0.569863112643361,0,2,1,1
0.238512966781855,0.773725143168122,0,2,1,1
0.782788234297186,-0.59180823341012,0,2,1,1
0.345998185221106,0.541245922911912,0,2,1,1
0.474155475851148,0.192725921515375,0,2,1,1
0.0422714515589178,0.915339484810829,0,2,1,1
0.31967689935118,-0.682623204775155,0,2,1,1
0.643610920291394,0.0519485482946038,0,2,1,1
0.572563103400171,0.746302735060453,0,2,1,1
0.959643834736198,0.739412140566856,0,2,1,1
-0.121136927511543,-0.952622713521123,0,2,1,1
-0.376595595851541,0.95177938695997,0,2,1,1
-0.181050094775856,-0.0195516035892069,0,2,1,1
-0.979065776336938,-0.221659353934228,0,2,1,1
-0.63230095198378,-0.164890080224723,0,2,1,1
0.685458637773991,-0.814148359000683,0,2,1,1
-0.537676435895264,-0.676381579600275,0,2,1,1
-0.521800088696182,-0.189167009666562,0,2,1,1
-0.846617669332772,-0.316371111664921,0,2,1,1
-0.508552643936127,-0.16948509356007,0,2,1,1
0.46427041105926,-0.391895061824471,0,2,1,1
0.694906330201775,0.120561074931175,0,2,1,1
-0.00494546582922339,-0.688251698855311,0,2,1,1
-0.224181940313429,0.91315952828154,0,2,1,1
-0.507102011702955,-0.912066749297082,0,2,1,1
-0.777807077392936,-0.255684514530003,0,2,1,1
-0.220011129509658,0.925230682827532,0,2,1,1
0.143870627973229,0.290855031460524,0,2,1,1
-0.566214474383742,-0.877474771346897,0,2,1,1
-0.110463995952159,-0.180108143016696,0,2,1,1
-0.564018662553281,-0.148189731873572,0,2,1,1
0.00459912652149796,0.0163161694072187,0,2,1,1
-0.292190856300294,-0.100800178479403,0,2,1,1
0.29997031763196,0.246522767003626,0,2,1,1
-0.250572086777538,-0.720044137910008,0,2,1,1
-0.289109238423407,0.815892801620066,0,2,1,1
0.0673758909106255,0.138886549510062,0,2,1,1
0.480668720789254,0.0965611478313804,0,2,1,1
-0.557794124353677,-0.766344754956663,0,2,1,1
-0.1745077627711,0.524056664668024,0,2,1,1
-0.468626626301557,-0.0432611065916717,0,2,1,1
0.259946106933057,0.563937829341739,0,2,1,1
-0.632343018427491,-0.907946902792901,0,2,1,1
0.727288222871721,0.639689335599542,0,2,1,1
0.493136008270085,-0.461183105129749,0,2,1,1
0.336569299455732,-0.434299170970917,0,2,1,1
0.236035746522248,0.286443118937314,0,2,1,1
-0.255523879546672,0.896237675566226,0,2,1,1
0.0596713717095554,-0.986003091093153,0,2,1,1
0.749364685732871,-0.296764655970037,0,2,1,1
0.163500199560076,-0.161908550187945,0,2,1,1
0.679535529576242,-0.0842464058659971,0,2,1,1
-0.375103670172393,0.423385158646852,0,2,1,1
0.416580644436181,0.839696115348488,0,2,1,1
-0.469964387826622,0.254221401177347,0,2,1,1
0.188686388079077,0.804363556671888,0,2,1,1
-0.0374203990213573,0.514658318366855,0,2,1,1
-0.46993453707546,-0.724283268675208,0,2,1,1
0.129180869553238,-0.693490243982524,0,2,1,1
0.826376446057111,-0.61737562622875,0,2,1,1
0.803748778998852,-0.133629718795419,0,2,1,1
-0.451666756998748,-0.825561396311969,0,2,1,1
-0.357034487184137,-0.552439997904003,0,2,1,1
0.971281768754125,0.144297359045595,0,2,1,1
0.239986620377749,-0.199661643244326,0,2,1,1
0.874628178309649,0.130930761341006,0,2,1,1
-0.0669345953501761,0.659247757401317,0,2,1,1
-0.186334813479334,0.284227638971061,0,2,1,1
0.318460648413748,-0.217002496588975,0,2,1,1
-0.695306766312569,0.419159709475935,0,2,1,1
0.145734116435051,-0.782351853791624,0,2,1,1
-0.522547946311533,-0.45275453152135,0,2,1,1
0.924717872869223,0.187733865343034,0,2,1,1
0.202731451950967,-0.679630373138934,0,2,1,1
0.0300594544969499,0.706860477570444,0,2,1,1
-0.194853315595537,0.695478315465152,0,2,1,1
0.760493082460016,-0.0442263749428093,0,2,1,1
-0.271816270425916,0.547384244855493,0,2,1,1
-0.423521438613534,-0.409199838992208,0,2,1,1
-0.658709529787302,-0.868743776343763,0,2,1,1
-0.655656507238746,-0.118933750316501,0,2,1,1
-0.0359147889539599,-0.0758022842928767,0,2,1,1
-0.494070142973214,-0.318131259642541,0,2,1,1
-0.5674904207699,-0.629719362594187,0,2,1,1
0.348752776160836,0.0139954537153244,0,2,1,1
-0.904672745149583,-0.961617938708514,0,2,1,1
0.401706174947321,0.547372078988701,0,2,1,1
-0.296222723089159,0.11933015845716,0,2,1,1
-0.182112004142255,0.282925278414041,0,2,1,1
0.641902647912502,-0.0631357626989484,0,2,1,1
0.83771469630301,-0.441552378702909,0,2,1,1
-0.434943339787424,-0.0775668593123555,0,2,1,1
0.922209587413818,0.585476683452725,0,2,1,1
0.45678885653615,0.171131152659655,0,2,1,1
0.372750164009631,-0.210482028312981,0,2,1,1
-0.894312114454806,0.622474699281156,0,1,1,0
-0.209559730719775,-0.362873812206089,0,2,1,1
-0.0443092403002083,0.162894676439464,0,2,1,1
0.120506527367979,-0.0890220841392875,0,2,1,1
0.396523189730942,-0.462393100373447,0,2,1,1
0.831367076840252,0.110354409553111,0,2,1,1
0.236702454742044,-0.537538231350482,0,2,1,1
-0.143156982492656,0.0864657959900796,0,2,1,1
0.0841607344336808,-0.104859717655927,0,2,1,1
-0.883043022826314,-0.739423726219684,0,2,1,1
-0.478286285884678,0.24345196550712,0,2,1,1
-0.205696093384176,0.0959885665215552,0,2,1,1
-0.604510526638478,-0.701511572580785,0,2,1,1
0.663855125661939,0.119091738481075,0,2,1,1
-0.694225554354489,-0.14622884709388,0,2,1,1
0.606837084051222,-0.104539803229272,0,2,1,1
0.0936523131094873,0.666589543223381,0,2,1,1
0.324635284021497,0.43917456548661,0,2,1,1
-0.656603012233973,-0.0862264889292419,0,2,1,1
0.266110719647259,0.0425285259261727,0,2,1,1
-0.376260506454855,-0.5150858447887,0,2,1,1
0.44910869281739,-0.848278330639005,0,2,1,1
-0.202120350673795,-0.217409817501903,0,2,1,1
0.938712822273374,-0.973783568013459,0,1,1,0
0.934796741232276,0.734998937230557,0,2,1,1
0.453405078034848,0.985231347382069,0,2,1,1
-0.485566507093608,0.417710776440799,0,2,1,1
-0.556424130685627,0.653430980630219,0,2,1,1
0.186091303359717,0.783792539034039,0,2,1,1
-0.464957135729492,0.0788214653730392,0,2,1,1
0.0621407977305353,0.110627183690667,0,2,1,1
0.570583342574537,-0.447120232507586,0,2,1,1
-0.663878378923982,0.318395851645619,0,2,1,1
-0.191201637964696,-0.513129515107721,0,2,1,1
-0.0568474447354674,-0.423467590473592,0,2,1,1
