"x","y","t","cluster","cluster1","cluster2","cluster3"
-4.20596510153264,9.16787980422377,0,0,0,0,0
5.70844168178737,7.9655210933648,0,0,0,0,0
-1.80225694812834,3.77596451276913,0,0,0,0,0
7.58374459929764,5.85025487020612,0,0,0,0,0
8.72125222901814,-9.4126490467228,0,0,0,0,0
-8.99798131207936,-0.439639772381634,0,0,0,0,0
0.556488663330674,5.11749884295277,0,0,0,0,0
7.76989707900211,-5.61512287049554,0,0,0,0,0
1.01841328642331,-3.60001604883,0,0,0,0,0
-0.859028240991757,-5.31380945001729,0,0,0,0,0
9.04530023792759,-7.07255955683067,0,0,0,0,0
-0.923983707418666,-1.69198255087249,0,0,0,0,0
3.51589858196676,-1.70825833934359,0,1,1,0,0
1.4381413587369,-2.59686007169075,0,1,1,0,0
-7.8620912832208,-6.88159399470314,0,0,0,0,0
7.91653441395611,-7.1516399437096,0,0,0,0,0
-5.02746285977773,-5.28592483084649,0,0,0,0,0
-9.06722123608924,-0.673943484993652,0,0,0,0,0
-3.40716975820251,-4.63374172076583,0,0,0,0,0
8.9991722531151,7.08498876378872,0,0,0,0,0
7.71287845806219,-8.99254289986566,0,0,0,0,0
3.81750744190067,-1.14443853073753,0,1,1,0,0
2.78203491261229,5.91871194373816,0,0,0,0,0
9.78654157714918,-7.48639465249144,0,0,0,0,0
3.08297482249327,1.20677007841878,0,1,1,0,0
4.1289032697212,-5.81067848559469,0,0,0,0,0
0.87250728928484,-7.37487332518213,0,0,0,0,0
1.86401200485416,5.01549571319483,0,0,0,0,0
-4.17463720156811,7.82189811123535,0,0,0,0,0
-6.98714978322387,-2.48563703745604,0,0,0,0,0
-2.7386086168699,0.13130868691951,0,2,1,1,0
-1.69379614992067,0.513300265651196,0,2,1,1,0
-2.3129670554772,0.339207091834396,0,2,1,1,0
-1.68648374406621,0.0930455885827541,0,2,1,1,0
-2.35925351502374,0.622927315533161,0,2,1,1,0
-2.62461776146665,0.518333604093641,0,2,1,1,0
-1.43541139736772,-0.959863067604601,0,2,1,1,0
-2.81281002657488,-0.238192599732429,0,2,1,1,0
-2.06644191686064,-0.898239772766829,0,2,1,1,0
-1.97698908019811,0.595805874560028,0,2,1,1,0
-1.80002208147198,0.847398426383734,0,2,1,1,0
-2.33435291936621,0.085196740925312,0,2,1,1,0
-2.02277393266559,0.704729200340807,0,2,1,1,0
-1.09105234500021,0.167125726584345,0,2,1,1,0
-2.0341952056624,0.336647287011147,0,2,1,1,0
-1.21929955575615,0.0226291930302978,0,2,1,1,0
-1.17112362617627,0.525501178577542,0,2,1,1,0
-1.78253003535792,0.80672457581386,0,2,1,1,0
-2.17862044693902,0.640949024353176,0,2,1,1,0
-2.70581061812118,-0.857136300764978,0,2,1,1,0
-1.12940039345995,-0.992207313887775,0,2,1,1,0
-2.39754220005125,-0.895602768287063,0,2,1,1,0
-2.87855885690078,0.733120359480381,0,2,1,1,0
-1.10454611992463,0.152490337844938,0,2,1,1,0
-1.55880745314062,-0.372314855922014,0,2,1,1,0
-2.71541140880436,0.918931567575783,0,2,1,1,0
-1.90143068786711,0.182387514039874,0,2,1,1,0
-1.09181752288714,0.0628186715766788,0,2,1,1,0
-1.82903329376131,-0.232126656919718,0,2,1,1,0
-2.19097943650559,-0.360893541015685,0,2,1,1,0
-1.70421304134652,0.616772510576993,0,2,1,1,0
-2.36035876581445,-0.916161003056914,0,2,1,1,0
-2.38455997826532,-0.272514610551298,0,2,1,1,0
-2.56046473747119,0.713193933945149,0,2,1,1,0
-2.26102226832882,0.395893156994134,0,2,1,1,0
-1.03156159305945,0.368972945958376,0,2,1,1,0
-2.69159539835528,-0.30396989453584,0,2,1,1,0
-2.81791200023144,0.109363658819348,0,2,1,1,0
-2.71618618443608,-0.725512764882296,0,2,1,1,0
-1.61998579697683,0.569863112643361,0,2,1,1,0
-1.76148703321815,0.773725143168122,0,2,1,1,0
-1.21721176570281,-0.59180823341012,0,2,1,1,0
