"x","y","t","cluster"
-4.20596510153264,9.16787980422377,0,0
5.70844168178737,7.9655210933648,0,0
-1.80225694812834,3.77596451276913,0,0
7.58374459929764,5.85025487020612,0,0
8.72125222901814,-9.4126490467228,0,0
-8.99798131207936,-0.439639772381634,0,0
0.556488663330674,5.11749884295277,0,0
7.76989707900211,-5.61512287049554,0,0
1.01841328642331,-3.60001604883,0,0
-0.859028240991757,-5.31380945001729,0,0
9.04530023792759,-7.07255955683067,0,0
-0.923983707418666,-1.69198255087249,0,0
3.51589858196676,-1.70825833934359,0,0
1.4381413587369,-2.59686007169075,0,0
-7.8620912832208,-6.88159399470314,0,0
7.91653441395611,-7.1516399437096,0,0
-5.02746285977773,-5.28592483084649,0,0
-9.06722123608924,-0.673943484993652,0,0
-3.40716975820251,-4.63374172076583,0,0
8.9991722531151,7.08498876378872,0,0
7.71287845806219,-8.99254289986566,0,0
3.81750744190067,-1.14443853073753,0,0
2.78203491261229,5.91871194373816,0,0
9.78654157714918,-7.48639465249144,0,0
3.08297482249327,1.20677007841878,0,0
4.1289032697212,-5.81067848559469,0,0
0.87250728928484,-7.37487332518213,0,0
1.86401200485416,5.01549571319483,0,0
-4.17463720156811,7.82189811123535,0,0
-6.98714978322387,-2.48563703745604,0,0
