"x","y","t","cluster","cluster1","cluster2","cluster3"
-4.20596510153264,9.16787980422377,0,0,0,0,0
5.70844168178737,7.9655210933648,0,0,0,0,0
-1.80225694812834,3.77596451276913,0,0,0,0,0
7.58374459929764,5.85025487020612,0,0,0,0,0
8.72125222901814,-9.4126490467228,0,0,0,0,0
-8.99798131207936,-0.439639772381634,0,0,0,0,0
0.556488663330674,5.11749884295277,0,0,0,0,0
7.76989707900211,-5.61512287049554,0,0,0,0,0
1.01841328642331,-3.60001604883,0,0,0,0,0
-0.859028240991757,-5.31380945001729,0,0,0,0,0
9.04530023792759,-7.07255955683067,0,0,0,0,0
-0.923983707418666,-1.69198255087249,0,0,0,0,0
3.51589858196676,-1.70825833934359,0,0,0,0,0
1.4381413587369,-2.59686007169075,0,0,0,0,0
-7.8620912832208,-6.88159399470314,0,0,0,0,0
7.91653441395611,-7.1516399437096,0,0,0,0,0
-5.02746285977773,-5.28592483084649,0,0,0,0,0
-9.06722123608924,-0.673943484993652,0,0,0,0,0
-3.40716975820251,-4.63374172076583,0,1,1,0,0
8.9991722531151,7.08498876378872,0,0,0,0,0
7.71287845806219,-8.99254289986566,0,0,0,0,0
3.81750744190067,-1.14443853073753,0,0,0,0,0
2.78203491261229,5.91871194373816,0,0,0,0,0
9.78654157714918,-7.48639465249144,0,0,0,0,0
3.08297482249327,1.20677007841878,0,0,0,0,0
4.1289032697212,-5.81067848559469,0,0,0,0,0
0.87250728928484,-7.37487332518213,0,0,0,0,0
1.86401200485416,5.01549571319483,0,0,0,0,0
-4.17463720156811,7.82189811123535,0,0,0,0,0
-6.98714978322387,-2.48563703745604,0,0,0,0,0
-2.7386086168699,-1.73738262616098,0,3,1,0,1
-1.69379614992067,-0.973399468697608,0,3,1,0,1
-2.3129670554772,-1.32158581633121,0,3,1,0,1
-1.68648374406621,-1.81390882283449,0,3,1,0,1
-2.35925351502374,-0.754145368933678,0,3,1,0,1
-2.62461776146665,-0.963332791812718,0,3,1,0,1
-1.43541139736772,-3.9197261352092,0,3,1,0,1
-2.81281002657488,-2.47638519946486,0,3,1,0,1
-2.06644191686064,-3.79647954553366,0,3,1,0,1
-1.97698908019811,-0.808388250879943,0,3,1,0,1
-1.80002208147198,-0.305203147232533,0,3,1,0,1
-2.33435291936621,-1.82960651814938,0,3,1,0,1
-2.02277393266559,-0.590541599318385,0,3,1,0,1
-1.09105234500021,-1.66574854683131,0,1,1,0,0
-2.0341952056624,-1.32670542597771,0,3,1,0,1
-1.21929955575615,-1.9547416139394,0,3,1,0,1
-1.17112362617627,-0.948997642844915,0,3,1,0,1
-1.78253003535792,-0.386550848372281,0,3,1,0,1
-2.17862044693902,-0.718101951293647,0,3,1,0,1
-2.70581061812118,-3.71427260152996,0,3,1,0,1
-1.12940039345995,-3.98441462777555,0,3,1,0,1
-2.39754220005125,-3.79120553657413,0,3,1,0,1
-2.87855885690078,-0.533759281039238,0,3,1,0,1
-1.10454611992463,-1.69501932431012,0,3,1,0,1
-1.55880745314062,-2.74462971184403,0,3,1,0,1
-2.71541140880436,-0.162136864848435,0,3,1,0,1
-1.90143068786711,-1.63522497192025,0,3,1,0,1
-1.09181752288714,-1.87436265684664,0,3,1,0,1
-1.82903329376131,-2.46425331383944,0,3,1,0,1
-2.19097943650559,-2.72178708203137,0,3,1,0,1
-1.70421304134652,-0.766454978846014,0,3,1,0,1
-2.36035876581445,-3.83232200611383,0,3,1,0,1
-2.38455997826532,-2.5450292211026,0,3,1,0,1
-2.56046473747119,-0.573612132109702,0,3,1,0,1
-2.26102226832882,-1.20821368601173,0,3,1,0,1
-1.03156159305945,-1.26205410808325,0,3,1,0,1
-2.69159539835528,-2.60793978907168,0,3,1,0,1
-2.81791200023144,-1.7812726823613,0,3,1,0,1
-2.71618618443608,-3.45102552976459,0,3,1,0,1
-1.61998579697683,-0.860273774713278,0,3,1,0,1
-1.76148703321815,-0.452549713663757,0,3,1,0,1
