"x","y","t","cluster"
-3.07355601913648,0.109587416477673,-3.97077229623345,1
-4.16865142442436,-1.14396776929329,-3.39867910654369,1
-3.63474826490891,-3.37497173517617,-0.300238005713687,1
-3.02884155292831,-2.23180759443348,-2.87787588369268,1
-2.32930403126607,-3.58596517377981,-2.77606707390573,1
-4.65054654342511,-3.67351481740342,-0.0294203044357073,1
-3.34975423921127,-4.11525282861372,-2.20166971319482,1
-2.24359356145452,-3.84091580406247,-5.19115033302433,1
-3.53880915997759,-0.665264269469435,-4.18966403680317,1
-2.77270807832706,-3.07640730724542,-3.77190917521437,1
-2.50777142993557,-2.83136176939572,-0.879828134214618,1
-2.73216498466832,-2.65537393208113,-2.37678417027084,1
-2.34674232052862,-1.25701589734834,-2.30584348534802,1
-3.12270866097738,-3.72982446877232,-2.80829191246334,1
-3.41367651359212,-4.40361707283669,-3.9627450863308,1
-5.64314895202898,-0.630206671768417,0.0950243416552072,1
-3.09294101847947,-3.6238990045676,-2.13769767713449,1
-2.56971530364001,-4.02256970117943,-6.40628083431917,1
-2.46460115913185,-4.74835421152204,-1.78521594430342,1
-3.55527835131325,-4.81686239829578,-3.81889873956679,1
-1.22049709022485,-3.81172107886569,-4.84952491229571,1
-2.71357558037118,-2.12603607600888,-3.37754362696366,1
-2.87368414154111,-1.43043770975105,-4.77709183325982,1
-1.72773322053148,-1.99931895342846,-4.26247664232359,1
-3.71846622131926,-3.51428908160805,-4.08259976864056,1
-3.45033862392471,-2.91550082819975,-5.92143851099242,1
-0.602547519950237,-3.99644987493648,-1.54891027301252,1
-2.98887081277911,-4.01429965127826,-2.73434996739191,1
-1.36643157859169,-1.74891526638671,-4.97131100087551,1
-4.43850664491452,-4.4362647985066,-0.828328853418925,1
-3.1905168020429,-0.234796755574287,-2.26134230079185,1
-2.62157609636317,-3.12773119473454,-3.51107880040731,1
-2.6999614547942,-2.69659628172535,-1.44959687591134,1
-4.00563625951084,-4.04443589623098,-1.47902818376512,1
-2.98074072537463,-3.81230827513693,-1.57697982406648,1
-4.07742065311198,-4.86254207617023,-1.8072400917615,1
-2.28729667475572,-3.25869556513908,-2.04058648086356,1
-1.91522491013935,-2.40746940056013,-3.10723422830238,1
-5.22498769648741,-2.54136439815046,-3.52994287881665,1
-1.76430653769986,-4.10525949948225,-3.65899510456004,1
-4.24104449680849,-4.11527988676713,-4.20326778386301,1
-2.54523073101737,-3.71021623848686,-3.36012328930137,1
-2.34009736185739,-0.884250710570313,-5.19173077262852,1
-3.19988982810143,-4.60839020488152,0.756741931345904,1
-3.64511395685979,-3.253217193137,-0.907748445323326,1
-2.83467897875795,-0.309654111240874,-4.9452811285249,1
-2.56118129928555,-3.14280005229107,-3.69781700433702,1
-2.1166971800513,-4.92310516601119,-3.80827078209944,1
-5.05233698390195,-3.94012595121568,-1.64906078691003,1
-4.63637926805902,-2.31345591384336,-3.1443994589088,1
-1.56959765881182,-3.53118267518167,-2.56123946326324,1
-1.95337115288845,-3.79461317370898,-3.04944443065519,1
-2.56471105109232,-3.48637241683831,-3.07425381017227,1
-2.28482159288894,-2.87201841426642,-0.629511308732149,1
-2.082825082359,-0.739367216273223,-3.39104681803676,1
-5.66092279846568,-3.1252499827399,-0.373395864943352,1
-1.88972290336118,-1.47151869433652,-5.68251854529152,1
-3.48498759656232,-2.10797897512432,-1.98741928282698,1
-2.7693831693688,-3.16071108145145,-2.7854781569281,1
-3.29515780088358,-5.16785080227677,-2.62597823146931,1
-2.12803504592126,-3.73697117807026,-2.34244512730072,1
-3.34847244895561,-3.69278143863428,-3.87004974261875,1
-2.48149623411175,-2.93331356166264,-3.57713211797253,1
-3.39068497863898,-1.16124139626402,-4.76422431488041,1
-4.09278720910151,0.242903384384513,-4.85639685936226,1
-1.78998948955974,-0.811389877513437,-2.47427297153547,1
-2.25909998872573,-3.18830389959705,-2.22367789096463,1
-1.27573776084355,-5.4841048654775,-2.90819398628687,1
-2.9348460674207,-3.54981775654783,-1.4025858874644,1
-1.87499725417183,-2.8738419352681,0.550850835325083,1
-1.02458094598092,-1.8049711492662,-3.85049092770971,1
-3.28148211503897,-1.63877989280612,-6.99959781586659,1
-4.32295111275522,-2.03224032405944,-1.25800977650202,1
-3.23935156713812,-4.97321590871771,-4.2283717535593,1
-3.21404123998538,-1.79842328168933,-4.19166587976663,1
-2.84831949549068,-3.63152727184696,-1.22365828089731,1
-1.28769502268072,-2.75279165069251,-3.49324131683652,1
-3.32614389250535,-2.89456871415002,-5.1143450993241,1
-2.62699534419508,-2.3944807540213,-2.68597316148544,1
-3.22768406489553,-2.96510430463595,-3.24056689647689,1
-2.97954929147497,-5.35816589792504,-2.99001613715712,1
-2.68594233649374,-1.95843741798434,-2.33267477008868,1
-1.67178530396301,-2.45407599160354,-3.64200200739955,1
-2.87868162250922,-3.37568813133492,-1.88390707875951,1
-2.28715767996889,-2.83291843015785,-3.38189392745625,1
-2.22113997021647,-2.8104407298378,-2.42533678146303,1
-2.08522672914437,-2.68743127001254,-1.10021910150162,1
-3.57439455218438,-0.679493098306744,-2.24624354736228,1
-1.37311878580532,-3.30978401673069,-3.56453006593157,1
-3.38095673929401,-2.76231965474488,-1.0102068367205,1
-3.10578416764975,-1.34765568064768,-1.27920084395802,1
-1.59594973228583,-1.50916289954401,-2.05014860341573,1
-1.70591609385442,-1.3803533768145,-2.58650450540791,1
-4.08999187241124,-3.81666307893491,-4.0875652260814,1
-3.87307100041746,-0.168061764401976,-0.64328082770303,1
-4.35807905937061,-2.90567072370844,-4.03968010266914,1
-2.81815280738017,-0.359872802274324,0.788571876976411,1
-2.83515913208153,-4.91046490003088,-0.3454405272273,1
-2.63588531264494,-2.97032472759061,-3.40824499732426,1
-2.44784228578144,-1.23235386192759,-4.77781314928193,1
-3.60189284598502,-4.01150520155188,-4.2304602623576,1
-3.99369859109871,-4.06446294710214,-2.55506436410414,1
-1.9732149439251,-4.32729416345293,-3.42728286731144,1
-2.24893869739368,-4.48847855421862,-3.60196143995143,1
-4.5091665373287,-3.61823694074441,-4.64825170792891,1
-3.09514745084929,-2.5316419220259,-3.07799030711828,1
-3.8959478227565,-5.84852380363375,-4.35949442018755,1
-5.07075107054196,-2.70021439616718,-5.88896017824548,1
-2.84987986881186,-1.25107737710931,-3.65857165152352,1
-3.07921170925859,-0.118435189065332,-1.40825118112324,1
-3.09736926751308,-1.15985926479566,-3.99653017121817,1
-2.78384745819877,-1.92975886537806,-1.94697490471707,1
-2.11753483560341,-5.44196554898939,-5.80225505144397,1
-2.79440249551661,-3.85065894432158,-3.09623614725689,1
-3.61643584287353,-3.49786887348453,-2.10036033295263,1
-3.73479925192128,-2.00506695526755,-2.47838707585706,1
-3.13180279304118,-3.1494418337022,-2.81696346258352,1
-2.68998301342105,-4.77999796006498,-4.10973535909956,1
-4.03968035270204,-0.617848176667775,-4.47173109874225,1
-3.18430886884238,-1.71109807451341,-4.77384309882178,1
-2.03273273983209,-2.66422288852525,-2.796230116485,1
-3.10828009123449,-1.27733428283379,-4.6410741706498,1
-3.69842066759439,-4.89331275396407,-3.84967041652067,1
-3.27594516842554,-2.06545897257424,-3.44356468830906,1
-1.88535145463802,-3.73950977451518,0.193662675208014,1
-2.44995603878586,-2.03303780978685,-4.12921035372607,1
-1.76332419991839,-3.08601523317032,-2.59229849738314,1
-2.86090214283823,-2.10485837518158,-2.86496784755442,1
-2.58972490350958,-1.11129287599484,-4.66598455991057,1
-3.55845691234813,-2.98969025540292,-3.12350922815657,1
-2.39462933106967,-1.56095477511247,-0.497964519093524,1
-3.50633354218924,-4.68069953049206,-2.21797204024353,1
-4.42056550469574,-4.02050278633326,-2.9285824841637,1
-2.87200703431587,-0.851501708357424,-3.73178597964914,1
-1.05414878226856,-2.46629281027307,-6.5563285082078,1
-2.19908566042694,-5.90228134566895,-1.04046646587325,1
-1.83474661005374,-4.92904026431974,-5.5299028144128,1
-2.64114427690685,-3.28394723531318,-1.71837331622633,1
-3.60855717831622,-1.77560302436687,0.306664378795768,1
-3.20224085511028,-3.14408468201119,-5.50089631550438,1
-3.27324810681193,-2.11726561160502,-1.78447387517504,1
-3.46869977978209,-1.64376158834372,-3.45413937326208,1
-2.29583271607028,-0.63677159755298,-5.72303356046264,1
-4.19736350236541,-2.92078037608271,-5.62348133293114,1
-2.13363386788723,-3.07351351671903,-5.77394202279064,1
-2.13584751377411,-5.47945205135819,-3.91955707046866,1
-4.19862235906875,-2.8595295693231,-5.53183494146047,1
-2.36050800209947,-3.80871810751975,-1.80849319782704,1
-0.569773347655492,-4.37745756188291,0.637495386420109,1
-3.55721548194161,-3.25442583190286,-5.22920217538249,1
-2.15509575859193,-1.56465360006794,-1.63559629307724,1
-3.7822018456194,-5.81817193910188,-1.66797976541979,1
-1.8892885817972,-3.60426416288703,-2.42460825485299,1
-2.75017528007344,-2.83504997167898,-4.74655951869976,1
-1.34808460837684,-4.26318625958603,-3.20689798378084,1
-4.45897072853692,-2.52778993020131,-3.48565896672017,1
-3.05129788612536,-2.41815022629915,-2.02487352433264,1
-3.5269251761256,-3.04672018449683,-3.64508284827959,1
-3.1972648690763,-6.48730666904675,-1.30783245661787,1
-3.62957874268601,0.636590984959372,-3.6487930771952,1
-3.833843580535,-3.29033699425665,-1.1766502559063,1
-2.42127762538355,-2.07907362945247,-4.81722788167866,1
-4.08758071407693,-2.61283571545282,-5.18265290934544,1
-1.51596906844372,-1.55089321431918,2.61364583667997,1
-4.18620658531375,-1.84365492153529,-3.72201852221449,1
-2.89892084860472,-3.29669234804462,-2.48345465923258,1
-2.46701071317352,-2.46519000769031,-1.89742898201582,1
-2.41326466090737,-4.3370099909627,-3.83793262344501,1
-3.30174666386638,-1.7881278560766,-2.10476867874491,1
-2.9204980046716,-3.65200667162422,-2.36093469237839,1
-2.03873584819032,0.417833654109198,-3.37304998219539,1
-4.45646591707643,-5.33493574042336,-2.88690914855386,1
-3.78173971153208,-3.65617705177064,-3.05900621434936,1
-2.67959768568339,-1.83273660397624,0.686586830562487,1
-3.44478197833699,-2.27856363359627,-4.28403178422931,1
-1.629996006029,-3.83365207942969,-4.89832121947915,1
-2.32674613664516,-4.4096608443422,-2.934548572699,1
-2.92783324758524,-2.79568049896472,-2.46223156719242,1
-4.50775731753668,-3.02023373774312,-2.24391915583084,1
-2.97389977467376,-5.53184000620092,-3.79391204468385,1
-3.31641586819699,-2.95113741226484,-4.84173488905389,1
-3.1023465135206,-2.73097370757321,-0.812099095645164,1
-4.18155922705569,-2.75289955968369,-3.60561223682173,1
-2.50134195617008,-4.49201941018347,-4.49911225272003,1
-4.03895644030703,-2.32664586032726,-3.40924821819645,1
-3.22622198144241,-1.05040741562971,-3.34151866703953,1
-2.61857417054865,-2.35478429097479,-1.07756166586441,1
-3.78351578901305,-4.60596461607791,-2.85323070461865,1
-2.41700859431994,-3.61609573162469,-1.69394053242078,1
-4.31651040165169,-2.51053556724087,-3.86479914155591,1
-5.80977467896054,-3.91506070728456,-2.62856982835983,1
-2.53503200921415,-6.05137270978321,-3.56237249520394,1
-2.159460173039,-1.74948049777658,-2.83617652364425,1
-3.28584542359138,-4.17305848804424,-4.55081482725258,1
-2.49587374540839,-3.81113671375889,-5.27037485436324,1
-4.15591652508367,-0.873163362284629,0.459275055940086,1
-3.12714860682566,-4.09480625869033,-1.95954179684444,1
-4.94151837604062,-1.80395498573761,-5.16726557239029,1
-1.81881910856148,-4.78287482507707,-4.0585704195449,1
-1.14008913845684,-3.50139867486357,-5.05331173788359,1
4.8602438027603,2.00420127514867,3.50386073835156,2
2.95263366473852,1.96004495623381,2.06943303973791,2
2.94227015374445,2.98201975942334,4.20943855697316,2
0.374093848992111,2.86782486714327,4.63049804673624,2
4.36898757317221,0.450657225249568,3.3907112248022,2
2.63499769215044,4.04057345571938,3.20379476805522,2
1.8624878857632,3.24972573598519,2.89304998510559,2
0.554299585518093,5.41620737314833,6.05670360376952,2
2.48079612560496,3.6851982380511,3.39076917304078,2
1.52938297541896,2.55304069103801,2.77613843776986,2
2.31232296663668,5.7973911469581,-0.546731369184283,2
0.891054957898206,5.83222602391551,0.786357298958524,2
5.92299072678084,1.78128818370982,2.89015350626361,2
2.97228280982629,3.46903195595542,3.29174383605391,2
4.86185948918182,2.78875308136785,3.39155678636968,2
-1.50627601492145,3.18705114655401,4.16178603049189,2
2.21503833256898,3.22754272856881,2.7254270295716,2
1.83003035134948,1.73809953713095,4.71768794586363,2
0.881829723432149,3.28558958024256,1.69677951422946,2
5.67880563456726,4.7492473631418,1.29100391539838,2
0.548659807925624,2.8359099958652,1.26195107973433,2
3.55146810766179,2.83707328930155,4.04976651891376,2
4.46607065199391,4.39857200633747,2.88273349295267,2
3.30863445975029,3.89839624068295,4.11697121684388,2
1.48401304337481,1.35150518161871,2.6214059478996,2
4.63014699559281,3.22855697326219,2.16293816158912,2
3.29546722491405,4.65354723467773,2.47907079252104,2
1.15796759240317,4.41527634991914,0.380004161276774,2
0.595828526155639,3.41995160381423,1.34591423596382,2
6.61430061758191,3.72122080711289,0.96065504570799,2
1.82479807903997,1.80306478781132,4.49103685613955,2
-0.213944381670659,3.30013156688137,2.15524768358117,2
3.92363230990113,2.04555106481218,4.11646483076494,2
3.53733456554257,2.54198193190306,5.1446415761241,2
0.655090145497199,3.9356036837796,2.72878946403521,2
-0.365299225215746,1.86310688830886,3.40146539943514,2
2.79855813123314,3.26691825087306,0.523616565439053,2
4.97349226719629,3.42833203947154,1.84222609752653,2
4.10179914885121,3.05491196983963,3.07949980240397,2
2.14620733639932,4.82218882183542,3.42297275502616,2
1.55514359981983,1.97765267142475,1.92604888327533,2
3.46950139493486,3.6061302614356,6.79696400976599,2
3.27254399211941,2.91106943254933,2.35173844843745,2
4.09069273939475,2.73916775616608,3.09085410908128,2
2.31445784056801,3.46409123385238,3.91894447124824,2
4.55772691414077,1.97959940931607,2.96320409382818,2
1.56099222313972,1.68654908348159,2.08985827296524,2
2.42747978521961,2.50551912451658,4.47828544680232,2
4.28312839407821,4.75175714975545,5.28472610670805,2
4.71468112419285,3.05576477461252,2.95800638342061,2
-0.357588633628391,3.33143439822789,3.79516610554853,2
3.18565923103596,2.81015336232246,2.86223792347293,2
4.05443617890595,3.47049273195383,4.43748475441929,2
0.48709857617799,2.04832045698285,1.36493239066415,2
