"x","y","t","cluster","cluster1"
-4.20596510153264,9.16787980422377,0,0,0
5.70844168178737,7.9655210933648,0,0,0
-1.80225694812834,3.77596451276913,0,0,0
7.58374459929764,5.85025487020612,0,0,0
8.72125222901814,-9.4126490467228,0,0,0
-8.99798131207936,-0.439639772381634,0,0,0
0.556488663330674,5.11749884295277,0,0,0
7.76989707900211,-5.61512287049554,0,0,0
1.01841328642331,-3.60001604883,0,0,0
-0.859028240991757,-5.31380945001729,0,0,0
9.04530023792759,-7.07255955683067,0,0,0
-0.923983707418666,-1.69198255087249,0,0,0
3.51589858196676,-1.70825833934359,0,1,1
1.4381413587369,-2.59686007169075,0,1,1
-7.8620912832208,-6.88159399470314,0,0,0
7.91653441395611,-7.1516399437096,0,0,0
-5.02746285977773,-5.28592483084649,0,0,0
-9.06722123608924,-0.673943484993652,0,0,0
-3.40716975820251,-4.63374172076583,0,0,0
8.9991722531151,7.08498876378872,0,0,0
7.71287845806219,-8.99254289986566,0,0,0
3.81750744190067,-1.14443853073753,0,1,1
2.78203491261229,5.91871194373816,0,0,0
9.78654157714918,-7.48639465249144,0,0,0
3.08297482249327,1.20677007841878,0,1,1
4.1289032697212,-5.81067848559469,0,0,0
0.87250728928484,-7.37487332518213,0,0,0
1.86401200485416,5.01549571319483,0,0,0
-4.17463720156811,7.82189811123535,0,0,0
-6.98714978322387,-2.48563703745604,0,0,0
-0.938901166431606,0.145239615812898,0,1,1
-1.07776054507121,0.41684010066092,0,1,1
-2.43843007972464,-0.410730651114136,0,1,1
-0.19932575058192,0.3013053284958,0,1,1
0.599933755584061,0.707063363865018,0,1,1
-0.102585616987199,0.335435880348086,0,1,1
0.295707936398685,-0.0952710146084428,0,1,1
-0.572938309516758,-0.339787228498608,0,1,1
0.887360875960439,0.541474721394479,0,1,1
-1.08107629744336,0.269978337455541,0,1,1
-1.15367993479595,0.54872736800462,0,1,1
-1.68139421241358,-0.642301672138274,0,1,1
-0.783066804986447,-0.207195452414453,0,1,1
-2.45373600069433,-0.844890100415796,0,1,1
1.1400426090695,0.899447987321764,0,1,1
0.715538900345564,0.712226108182222,0,1,1
1.03799455566332,0.32990708341822,0,1,1
1.42246642755345,0.0008962731808424,0,1,1
0.959030698053539,-0.816144092939794,0,1,1
1.93083276087418,-0.00609328504651785,0,1,1
-0.363410782534629,0.803104658611119,0,1,1
-1.12978678755462,0.622764975763857,0,1,1
-1.89690285595134,0.519005866255611,0,1,1
2.05637591332197,0.321638974826783,0,1,1
-1.52565793180838,-0.0868272613734007,0,1,1
1.39281123317778,-0.609982810914516,0,1,1
0.431611883919686,-0.0870490362867713,0,1,1
-1.69864342315122,-0.615302749443799,0,1,1
-1.69205598765984,-0.53499951120466,0,1,1
-0.751716260332614,-0.132143162190914,0,1,1
-0.867327715270221,-0.0548238377086818,0,1,1
0.202127672731876,0.66680342471227,0,1,1
-1.67338237306103,-0.381741051096469,0,1,1
-0.523523288313299,-0.82769405702129,0,1,1
-1.40587987890467,0.646014186087996,0,1,1
2.18186466861516,-0.209209141787142,0,1,1
1.47940802481025,-0.0911256610415876,0,1,1
0.708107239566743,-0.937818314414471,0,1,1
-0.766571638640016,-0.953578242566437,0,1,1
0.179014115128666,-0.844961309339851,0,1,1
2.03860658872873,0.486563283484429,0,1,1
-1.12531101051718,-0.804615593049675,0,1,1
-0.112261197064072,0.129821980372071,0,1,1
0.387542608659714,0.640049541369081,0,1,1
-1.07110346155241,0.593455869704485,0,1,1
0.719959861133248,-0.792085998691618,0,1,1
-1.5676438389346,-0.546580121386796,0,1,1
2.77415361860767,0.240715786349028,0,1,1
0.608194355852902,-0.252248854376376,0,1,1
0.0901783634908497,0.771944836247712,0,1,1
-0.584559946786612,-0.74893678445369,0,1,1
-0.815448811277747,0.27692505158484,0,1,1
-0.10774436686188,0.483239680994302,0,1,1
1.04625832848251,-0.195420751348138,0,1,1
1.20511852484196,0.480522574391216,0,1,1
-0.888668169267476,-0.654859838075936,0,1,1
-0.546336012426764,0.172970853745937,0,1,1
1.92570794373751,-0.000306915491819382,0,1,1
2.76662876224145,-0.694186781533062,0,1,1
1.37036656960845,-0.385404989589006,0,1,1
-0.628679192159325,0.0197393093258142,0,1,1
-0.132927720900625,-0.546545655932277,0,1,1
1.18956956919283,-0.367725698743016,0,1,1
-0.429470947477967,0.492554346565157,0,1,1
0.252482203301042,-0.502933274954557,0,1,1
-1.43485885765404,-0.911425346508622,0,1,1
1.82051125215366,-0.0779957580380142,0,1,1
0.798332158941776,-0.645374547690153,0,1,1
-1.12878151936457,0.942856254521757,0,1,1
1.34732607845217,0.599475512746722,0,1,1
1.36021523410454,-0.855411667842418,0,1,1
-1.45669952128083,0.604567400645465,0,1,1
-1.66927239205688,0.761130730155855,0,1,1
0.558273910079151,0.779259078204632,0,1,1
2.29186535580084,-0.454045254737139,0,1,1
0.459114127792418,0.3687091213651,0,1,1
-0.982012764550745,-0.169617904815823,0,1,1
-0.916052211541682,0.0843236777000129,0,1,1
0.0168782738037407,-0.745871123392135,0,1,1
