"x","y","t"
-2.28023782327611,2.39762069776744,-2.14711203827296
-2.11508874474164,0.624825952867021,-4.33730284884871
-1.22064584292544,-2.53029011339271,-3.26949652981782
-1.96474580428771,-0.913611881535821,-2.05768310585663
-1.93535613241953,-2.82867989583772,-0.65860806253214
-1.14246750655836,-2.95249378923116,-5.30109308685022
-1.7695418970054,-3.57720567570049,-2.69950847842254
-2.63253061730327,-3.18923453491902,-0.487187122909033
-2.34342642594676,1.30181493467338,-3.07761831995519
-2.22283098504998,-2.10805625017088,-1.54541615665412
-1.38795910128027,-1.76150952714483,-1.01554285987114
-1.82009308647132,-1.51262514080182,-1.46432996933663
-1.79961427470297,0.464951756970676,-0.693484641057237
-1.94465864202744,-3.03212766188956,-2.24541732195476
-2.27792056737704,-3.98501430078407,-2.82735302718424
-1.10654343159846,1.35139386480638,-7.28629790405796
-1.75107476088538,-2.88232643381057,-2.18588203695894
-2.98330857831482,-3.44613193987975,-1.13943060728003
-1.64932204921816,-4.47254623776659,-0.9292023182637
-2.23639570386397,-4.56943144463559,-3.1105567026265
-2.53391185299342,-3.14794695859597,1.5590058195503
-2.10898745732915,-0.764028365666943,-1.42715116074235
-2.51300222415362,0.219696277859437,-1.74736828308223
-2.36444561464557,-0.584823292328824,0.544533558937038
-2.31251963392463,-2.72731459419051,-3.43693244263852
-2.84334665537121,-1.8805001252308,-2.90067724784942
-1.58110647775274,-3.40919292736014,2.79490496009953
-1.92331344108174,-3.43443632314802,-1.97774162555822
-2.56906846850597,-0.23069900204616,1.26713684281661
-1.37309253946504,-4.03118515720709,-4.87701328982905
-1.78676788926159,1.91058793098493,-2.3810336040858
-2.14753574149614,-2.1806391879317,-1.24315219272634
-1.55243716947749,-1.57092234674157,-1.3999229095884
-1.56093325623348,-3.47705540947915,-4.01127251902167
-1.58920945918126,-3.14877737952654,-1.96148145074926
-1.65567987294995,-4.63403226461048,-4.15484130622396
-1.72304117323121,-2.36585077674545,-0.574593349511435
-2.03095585528836,-1.16203519015107,0.169550179721292
-2.15298133186996,-1.35139131167724,-6.44997539297483
-2.19023550050619,-3.5630729741095,0.471386924600286
-2.34735348946026,-3.577243941708,-4.48208899361698
-2.1039586390098,-3.00439743668572,-1.09046146203473
-2.63269817578413,0.992121339692701,-0.680194723714783
-0.915522017330744,-4.27460724133149,-2.39977965620287
-1.3960190008475,-2.3581031887604,-3.29022791371958
-2.56155429160167,1.80472364335785,-1.6693579575159
-2.20144241764954,-2.20194977065762,-1.12236259857109
-2.23332767681161,-4.71968140764279,-0.23339436010259
-1.61001744083184,-3.32953887054812,-6.10467396780391
-2.04168453323591,-1.02908004219024,-5.27275853611805
-1.87334074300262,-2.75120574333955,0.860804682376366
-2.01427337767435,-3.12375272709957,0.093257694223094
-2.02143522864566,-2.68783446825692,-1.12942210218464
-1.31569885799277,-1.81900670572156,-0.569643185777879
-2.11288549282963,1.19701754229165,-0.165650164717993
-1.24176469778523,-2.17713022427777,-7.32184559693136
-2.77437640211511,0.161598992303035,0.220554193277639
-1.70769312518197,-0.738491768698867,-2.96997519312465
-1.93807287807769,-2.22727979101228,-1.5387663387376
-1.89202921562801,-5.0658040057812,-2.59031560176715
-1.81018025862006,-3.04223463510504,-0.256070091842512
-2.25116172655465,-2.97974090627695,-2.69694489791122
-2.16660369183471,-1.90569113447695,-0.962992468223504
-2.50928769155354,0.600397355333641,-2.78136995727796
-2.53589561323779,2.58615794766219,-4.18557441820301
-1.84823567929787,1.09516211796754,0.42002102088053
-1.77589511068529,-2.26630192865789,-0.518199977451452
-1.97349788663475,-5.51305479111527,1.44852447831291
-1.53886626606013,-2.77755972814349,-1.86969213484139
-0.974957657186428,-1.82158555385341,0.250005491656347
-2.24551558302827,-0.309973991865128,1.95083810803816
-3.15458443782041,-0.074944063031458,-2.56296423007793
-1.49713073776887,-0.631381141167071,-4.64590222551043
-2.3546003812912,-4.79054869959893,-2.47870313427623
-2.34400430823368,-0.30071390873329,-2.42808247997077
-1.48721431515165,-2.89311443285444,-1.69663899098136
-2.1423865035255,-1.65039459967749,1.42460995463856
-2.61035885612727,-1.85089764565253,-2.6522877850107
-1.90934826012542,-1.14366647005899,-1.25399068839017
-2.06944568121952,-1.95065003434772,-2.45536812979106
-1.99711790705006,-5.33495019517133,-1.95909858294993
-1.80735979943683,-0.527008070453116,-1.37188467298748
-2.1853300158962,-1.22794686330065,0.656429392073973
-1.67781172574058,-2.53130325055644,-1.75736324501844
-2.11024328090938,-1.76371097790664,-0.574315359937773
-1.83410901804215,-1.73192270926307,-0.442279940432931
-1.45158049342533,-1.557961062878,-0.170453458288731
-1.7824092545831,1.28169233195497,-3.14878910436877
-2.16296579276561,-2.43810075786695,1.25376242838935
-1.42559619077445,-1.66386923223068,-2.76191347858803
-1.50324807201894,0.336767746138186,-2.2115683352995
-1.72580152024597,0.108362046753838,0.808100535428343
-1.88063413244428,0.290526220760715,0.58816781229116
-2.31395303801969,-3.15493600211911,-4.17998374482248
-1.319673775735,2.00496546058566,-3.74614200083493
-2.30012979357356,-1.86659825813963,-4.71615811874123
-0.906333503491712,1.73370368941372,-1.63630561476034
-1.23369468690741,-4.70180537206142,-1.67031826416307
-2.11785017955024,-1.95803282729153,-1.27177062528987
-2.51321045015339,0.499829141938431,-0.895684571562884
-3.4208131273986,-2.3576210936114,-3.20378569197003
-1.48623258168694,-2.37634448410887,-3.98739718219743
-2.49338375692475,-2.46926935180345,0.0535701121498082
-2.69508519879547,-2.52625663966937,-0.497877394787353
-3.90323713453003,-2.2185797665902,-5.0183330746574
-2.09005544961784,-1.83441041352051,-2.19029490169857
-3.56980893891415,-3.00710524896036,-3.791895645513
-5.33588387317627,-1.89400978331385,-6.14150214108393
-2.76045304057552,-1.38166247679171,-1.69975973762371
-0.162006781878468,-0.981212990879782,-2.15842341851718
-3.15069392521678,-1.34941200389971,-2.19473853502616
-0.784071355549933,-1.62161261810202,-1.56769491639753
-5.23576541657833,-2.86336519955716,-0.235069671206826
-2.11112393104908,-2.30075335400339,-1.58880499103323
-0.961185592113075,-2.17602322829131,-3.23287168574706
-1.39769327566657,-1.64823804862155,-3.46959850384256
-1.78864761170211,-2.05283566700189,-2.26360558608236
-3.28141201661075,-2.62932431403009,-1.3799660268421
-3.69940869206716,-1.15778214595294,-4.07936070540408
-4.04825758120983,-1.54430435410202,-2.36861773768477
-1.76470680579975,-1.88128486375449,-0.0654654796641725
-3.8949492283696,-1.39094569483709,-2.21656018246897
-2.98111488740134,-2.66938714361749,-3.39684133518878
-2.51218438439649,-1.6695898511051,-2.55189033685108
1.68772401046441,-2.26145618815671,0.22929709072396
-3.30389980339092,-1.65812723907464,-0.899912077571728
-1.52922685543029,-2.03041097733004,0.473351600163211
-1.84407830087258,-1.68351964348427,-1.72180428567646
-3.92371326826026,-1.3322411924703,-1.17944980701915
-2.1426161722472,-1.99635495484155,-3.11691382469627
0.889101716846698,-1.49122068152395,-0.789258662139334
