"x","y","t"
0,4.39762069776744,-0.0735560191364783
0,2.62482595286702,-0.0735560191364783
0,-0.530290113392706,-1.16865142442436
0,1.08638811846418,-1.16865142442436
0,-0.828679895837719,-0.634748264908909
0,-0.952493789231157,-0.634748264908909
0,-1.57720567570049,-0.0288415529283144
0,-1.18923453491902,-0.0288415529283144
0,3.30181493467338,0.67069596873393
0,-0.108056250170881,0.67069596873393
0,0.238490472855168,-1.65054654342511
0,0.487374859198184,-1.65054654342511
0,2.46495175697068,-0.349754239211268
0,-1.03212766188956,-0.349754239211268
0,-1.98501430078407,0.756406438545484
0,3.35139386480638,0.756406438545484
0,-0.882326433810571,-0.538809159977592
0,-1.44613193987975,-0.538809159977592
0,-2.47254623776659,0.227291921672942
0,-2.56943144463559,0.227291921672942
0,-1.14794695859597,0.492228570064431
0,1.23597163433306,0.492228570064431
0,2.21969627785944,0.267835015331683
0,1.41517670767118,0.267835015331683
0,-0.727314594190505,0.653257679471382
0,0.119499874769201,0.653257679471382
0,-1.40919292736014,-0.12270866097738
0,-1.43443632314802,-0.12270866097738
0,1.76930099795384,-0.41367651359212
0,-2.03118515720709,-0.41367651359212
0,3.91058793098493,-2.64314895202898
0,-0.180639187931703,-2.64314895202898
0,0.429077653258433,-0.092941018479472
0,-1.47705540947915,-0.092941018479472
0,-1.14877737952654,0.430284696359987
0,-2.63403226461048,0.430284696359987
0,-0.365850776745455,0.53539884086815
0,0.837964809848928,0.53539884086815
0,0.64860868832276,-0.555278351313252
0,-1.5630729741095,-0.555278351313252
0,-1.577243941708,1.77950290977515
0,-1.00439743668572,1.77950290977515
0,2.9921213396927,0.286424419628825
0,-2.27460724133149,0.286424419628825
0,-0.358103188760397,0.126315858458886
0,3.80472364335785,0.126315858458886
0,-0.201949770657617,1.27226677946852
0,-2.71968140764279,1.27226677946852
0,-1.32953887054812,-0.718466221319259
0,0.970919957809756,-0.718466221319259
0,-0.751205743339547,-0.450338623924712
0,-1.12375272709957,-0.450338623924712
0,-0.687834468256919,2.39745248004976
0,0.180993294278442,2.39745248004976
0,3.19701754229165,0.011129187220888
0,-0.177130224277768,0.011129187220888
0,2.16159899230303,1.63356842140831
0,1.26150823130113,1.63356842140831
0,-0.227279791012281,-1.43850664491452
0,-3.0658040057812,-1.43850664491452
0,-1.04223463510504,-0.190516802042901
0,-0.979740906276949,-0.190516802042901
0,0.0943088655230545,0.378423903636832
0,2.60039735533364,0.378423903636832
0,4.58615794766219,0.300038545205798
0,3.09516211796754,0.300038545205798
0,-0.266301928657889,-1.00563625951084
0,-3.51305479111527,-1.00563625951084
0,-0.777559728143487,0.0192592746253708
0,0.178414446146589,0.0192592746253708
0,1.69002600813487,-1.07742065311198
0,1.92505593696854,-1.07742065311198
0,1.36861885883293,0.712703325244282
0,-2.79054869959894,0.712703325244282
0,1.69928609126671,1.08477508986065
0,-0.893114432854444,1.08477508986065
0,0.349605400322511,-2.22498769648741
0,0.149102354347469,-2.22498769648741
0,0.856333529941011,1.23569346230014
0,0.0493499656522799,1.23569346230014
0,-3.33495019517133,-1.24104449680849
0,1.47299192954688,-1.24104449680849
0,0.772053136699352,0.454769268982633
0,-0.531303250556445,0.454769268982633
0,0.236289022093361,0.659902638142608
0,0.268077290736927,0.659902638142608
0,0.442038937122004,-0.199889828101433
