"x","y","t","cluster","cluster1","cluster2","cluster3","cluster4","cluster5","cluster6"
-4.20596510153264,9.16787980422377,0,0,0,0,0,0,0,0
5.70844168178737,7.9655210933648,0,0,0,0,0,0,0,0
-1.80225694812834,3.77596451276913,0,0,0,0,0,0,0,0
7.58374459929764,5.85025487020612,0,0,0,0,0,0,0,0
8.72125222901814,-9.4126490467228,0,0,0,0,0,0,0,0
-8.99798131207936,-0.439639772381634,0,0,0,0,0,0,0,0
0.556488663330674,5.11749884295277,0,0,0,0,0,0,0,0
7.76989707900211,-5.61512287049554,0,0,0,0,0,0,0,0
1.01841328642331,-3.60001604883,0,0,0,0,0,0,0,0
-0.859028240991757,-5.31380945001729,0,0,0,0,0,0,0,0
9.04530023792759,-7.07255955683067,0,0,0,0,0,0,0,0
-0.923983707418666,-1.69198255087249,0,0,0,0,0,0,0,0
3.51589858196676,-1.70825833934359,0,1,1,0,0,0,0,0
1.4381413587369,-2.59686007169075,0,1,1,0,0,0,0,0
-7.8620912832208,-6.88159399470314,0,0,0,0,0,0,0,0
7.91653441395611,-7.1516399437096,0,0,0,0,0,0,0,0
-5.02746285977773,-5.28592483084649,0,0,0,0,0,0,0,0
-9.06722123608924,-0.673943484993652,0,0,0,0,0,0,0,0
-3.40716975820251,-4.63374172076583,0,0,0,0,0,0,0,0
8.9991722531151,7.08498876378872,0,0,0,0,0,0,0,0
7.71287845806219,-8.99254289986566,0,0,0,0,0,0,0,0
3.81750744190067,-1.14443853073753,0,1,1,0,0,0,0,0
2.78203491261229,5.91871194373816,0,0,0,0,0,0,0,0
9.78654157714918,-7.48639465249144,0,0,0,0,0,0,0,0
3.08297482249327,1.20677007841878,0,1,1,0,0,0,0,0
4.1289032697212,-5.81067848559469,0,0,0,0,0,0,0,0
0.87250728928484,-7.37487332518213,0,0,0,0,0,0,0,0
1.86401200485416,5.01549571319483,0,0,0,0,0,0,0,0
-4.17463720156811,7.82189811123535,0,0,0,0,0,0,0,0
-6.98714978322387,-2.48563703745604,0,0,0,0,0,0,0,0
-0.738608616869897,0.13130868691951,0,6,1,1,1,1,1,1
0.306203850079328,0.513300265651196,0,6,1,1,1,1,1,1
-0.312967055477202,0.339207091834396,0,6,1,1,1,1,1,1
0.313516255933791,0.0930455885827541,0,6,1,1,1,1,1,1
-0.359253515023738,0.622927315533161,0,6,1,1,1,1,1,1
-0.624617761466652,0.518333604093641,0,6,1,1,1,1,1,1
0.564588602632284,-0.959863067604601,0,6,1,1,1,1,1,1
-0.81281002657488,-0.238192599732429,0,6,1,1,1,1,1,1
-0.06644191686064,-0.898239772766829,0,6,1,1,1,1,1,1
0.0230109198018909,0.595805874560028,0,6,1,1,1,1,1,1
0.19997791852802,0.847398426383734,0,6,1,1,1,1,1,1
-0.334352919366211,0.085196740925312,0,6,1,1,1,1,1,1
-0.0227739326655865,0.704729200340807,0,6,1,1,1,1,1,1
0.908947654999793,0.167125726584345,0,6,1,1,1,1,1,1
-0.0341952056623995,0.336647287011147,0,6,1,1,1,1,1,1
0.780700444243848,0.0226291930302978,0,6,1,1,1,1,1,1
0.828876373823732,0.525501178577542,0,6,1,1,1,1,1,1
0.217469964642078,0.80672457581386,0,6,1,1,1,1,1,1
-0.178620446939021,0.640949024353176,0,6,1,1,1,1,1,1
-0.705810618121177,-0.857136300764978,0,6,1,1,1,1,1,1
0.870599606540054,-0.992207313887775,0,6,1,1,1,1,1,1
-0.397542200051248,-0.895602768287063,0,6,1,1,1,1,1,1
-0.878558856900781,0.733120359480381,0,6,1,1,1,1,1,1
0.895453880075365,0.152490337844938,0,6,1,1,1,1,1,1
0.441192546859384,-0.372314855922014,0,6,1,1,1,1,1,1
-0.715411408804357,0.918931567575783,0,6,1,1,1,1,1,1
0.098569312132895,0.182387514039874,0,6,1,1,1,1,1,1
0.908182477112859,0.0628186715766788,0,6,1,1,1,1,1,1
0.170966706238687,-0.232126656919718,0,6,1,1,1,1,1,1
-0.190979436505586,-0.360893541015685,0,6,1,1,1,1,1,1
0.29578695865348,0.616772510576993,0,6,1,1,1,1,1,1
-0.360358765814453,-0.916161003056914,0,6,1,1,1,1,1,1
-0.384559978265315,-0.272514610551298,0,6,1,1,1,1,1,1
-0.560464737471193,0.713193933945149,0,6,1,1,1,1,1,1
-0.261022268328816,0.395893156994134,0,6,1,1,1,1,1,1
0.96843840694055,0.368972945958376,0,6,1,1,1,1,1,1
-0.691595398355275,-0.30396989453584,0,6,1,1,1,1,1,1
-0.817912000231445,0.109363658819348,0,6,1,1,1,1,1,1
-0.716186184436083,-0.725512764882296,0,6,1,1,1,1,1,1
0.380014203023165,0.569863112643361,0,6,1,1,1,1,1,1
0.238512966781855,0.773725143168122,0,6,1,1,1,1,1,1
0.782788234297186,-0.59180823341012,0,6,1,1,1,1,1,1
0.345998185221106,0.541245922911912,0,6,1,1,1,1,1,1
0.474155475851148,0.192725921515375,0,6,1,1,1,1,1,1
0.0422714515589178,0.915339484810829,0,6,1,1,1,1,1,1
0.31967689935118,-0.682623204775155,0,6,1,1,1,1,1,1
0.643610920291394,0.0519485482946038,0,6,1,1,1,1,1,1
0.572563103400171,0.746302735060453,0,6,1,1,1,1,1,1
0.959643834736198,0.739412140566856,0,6,1,1,1,1,1,1
-0.121136927511543,-0.952622713521123,0,6,1,1,1,1,1,1
-0.376595595851541,0.95177938695997,0,6,1,1,1,1,1,1
-0.181050094775856,-0.0195516035892069,0,6,1,1,1,1,1,1
-0.979065776336938,-0.221659353934228,0,6,1,1,1,1,1,1
-0.63230095198378,-0.164890080224723,0,6,1,1,1,1,1,1
